drink_name,ingredient,measurement,unit
Cherry Electric Lemonade,Triple Sec,1.0,oz
Cherry Electric Lemonade,Cherry Grenadine,1.0,oz
Cherry Electric Lemonade,Sweet and sour,1.0,oz
Cherry Electric Lemonade,Club soda,3.0,oz
Screwdriver,Vodka,2.0,oz
Screwdriver,Orange juice,nan,N/A
Classic Old-Fashioned,Bitters,3.0,dashes
Classic Old-Fashioned,Water,1.0,
Classic Old-Fashioned,Sugar,1.0,
Classic Old-Fashioned,Bourbon,3.0,oz
Classic Old-Fashioned,Orange,1.0,
Classic Old-Fashioned,Maraschino cherry,1.0,
Mudslinger,Southern Comfort,750.0,
Mudslinger,Orange juice,1.0,
Mudslinger,Pepsi Cola,750.0,
Mint Julep,Mint,4.0,
Mint Julep,Bourbon,10.5,oz
Mint Julep,Powdered sugar,1.0,
Mint Julep,Water,2.0,
City Slicker,Brandy,2.0,oz
City Slicker,Triple sec,0.5,oz
City Slicker,Lemon juice,1.0,
Homemade Kahlua,Sugar,10.5,cups
Homemade Kahlua,Corn syrup,1.0,cup
Homemade Kahlua,Coffee,5.5,oz
Homemade Kahlua,Vanilla extract,2.0,oz
Homemade Kahlua,Water,3.0,cups
Homemade Kahlua,Vodka,1.0,
Atomic Lokade,Lemonade,5.0,oz
Atomic Lokade,Vodka,1.0,oz
Atomic Lokade,Blue Curacao,0.5,oz
Atomic Lokade,Triple sec,0.5,oz
Atomic Lokade,Sugar,N/A,N/A
Zambeer,Sambuca,5.5,oz
Zambeer,Root beer,10.0,oz
Zambeer,Ice,N/A,N/A
Kiwi Lemon,Kiwi liqueur,1.0,
Kiwi Lemon,Bitter lemon,2.0,
Kiwi Lemon,Ice,N/A,N/A
Baby Eskimo,Kahlua,2.0,oz
Baby Eskimo,Milk,8.0,oz
Baby Eskimo,Vanilla ice-cream,2.0,
Blackthorn,Sweet Vermouth,1.0,oz
Blackthorn,Sloe gin,5.5,oz
Blackthorn,Lemon peel,1.0,
After Dinner Cocktail,Apricot brandy,1.0,oz
After Dinner Cocktail,Triple sec,1.0,oz
After Dinner Cocktail,Lime,1.0,
After Dinner Cocktail,Lime,1.0,
Algonquin,Blended whiskey,5.5,oz
Algonquin,Dry Vermouth,1.0,oz
Algonquin,Pineapple juice,1.0,oz
Thai Coffee,Coffee,6.0,
Thai Coffee,Coriander,0.25,
Thai Coffee,Cardamom,4.0,
Thai Coffee,Sugar,N/A,N/A
Thai Coffee,Ice,nan,N/A
Kiss me Quick,Cranberry vodka,4.0,
Kiss me Quick,Apfelkorn,2.0,
Kiss me Quick,Schweppes Russchian,7.0,
Kiss me Quick,Apple juice,8.0,
Kiss me Quick,Ice,N/A,N/A
Flaming Lamborghini,Kahlua,1.0,oz
Flaming Lamborghini,Sambuca,1.0,oz
Flaming Lamborghini,Blue Curacao,1.0,oz
Flaming Lamborghini,Bailey's irish cream,1.0,oz
Between The Sheets,Brandy,1.0,oz
Between The Sheets,Light rum,1.0,oz
Between The Sheets,Triple sec,1.0,oz
Between The Sheets,Lemon juice,1.0,oz
Foxy Lady,Amaretto,0.5,oz
Foxy Lady,Creme de Cacao,0.5,oz
Foxy Lady,Light cream,2.0,oz
Arctic Fish,Vodka,0.3333333333333333,
Arctic Fish,Grape soda,0.3333333333333333,
Arctic Fish,Orange juice,0.3333333333333333,
Arctic Fish,Ice,N/A,N/A
Arctic Fish,Candy,1.0,dash
110 in the shade,Lager,16.0,oz
110 in the shade,Tequila,1.5,oz
A Gilligan's Island,Vodka,1.0,oz
A Gilligan's Island,Peach schnapps,1.0,oz
A Gilligan's Island,Orange juice,3.0,oz
A Gilligan's Island,Cranberry juice,3.0,oz
Gin Swizzle,Lime juice,5.5,oz
Gin Swizzle,Sugar,1.0,
Gin Swizzle,Gin,2.0,oz
Gin Swizzle,Bitters,1.0,dash
Gin Swizzle,Club soda,3.0,oz
Absolut Evergreen,Absolut Citron,0.6666666666666666,
Absolut Evergreen,Pisang Ambon,0.3333333333333333,
Absolut Evergreen,Ice,N/A,N/A
Absolut Evergreen,Bitter lemon,nan,N/A
Buccaneer,Corona,1.0,
Buccaneer,Bacardi Limon,1.0,shot
The Laverstoke,Gin,50.0,
The Laverstoke,Elderflower cordial,15.0,
The Laverstoke,Rosso Vermouth,15.0,
The Laverstoke,Tonic Water,75.0,
The Laverstoke,Lime,2.0,
The Laverstoke,Ginger,1.0,
The Laverstoke,Mint,1.0,
The Last Word,Green Chartreuse,1.0,oz
The Last Word,Maraschino Liqueur,1.0,oz
The Last Word,Lime Juice,1.0,oz
Downshift,Fruit punch,2.0,
Downshift,Sprite,1.0,
Downshift,Tequila,2.0,shots
Downshift,151 proof rum,N/A,N/A
Gin Smash,Gin,2.0,oz
Gin Smash,Carbonated water,1.0,oz
Gin Smash,Sugar,1.0,
Gin Smash,Mint,4.0,
Gin Smash,Orange,1.0,
Gin Smash,Cherry,1.0,
Imperial Cocktail,Lime juice,4.0,
Imperial Cocktail,Gin,2.0,
Imperial Cocktail,Aperol,4.0,
Derby,gin,6.0,
Derby,Peach Bitters,2.0,dashes
Derby,Mint,2.0,
Zoksel,Beer,N/A,N/A
Zoksel,Lemonade,N/A,N/A
Zoksel," slice
",7.0,
Zoksel,Creme de Cassis,N/A,N/A
Fruit Flip-Flop,Yoghurt,1.0,cup
Fruit Flip-Flop,Fruit juice,1.0,cup
Paradise,Gin,7.0,
Paradise,Apricot Brandy,4.0,
Paradise,Orange Juice,3.0,
Amaretto Stinger,Amaretto,5.5,oz
Amaretto Stinger,White Creme de Menthe,0.75,oz
Zenmeister,Jägermeister,0.5,oz
Zenmeister,Root beer,0.5,oz
Auburn Headbanger,Jägermeister,1.0,oz
Auburn Headbanger,Goldschlager,1.0,oz
Strawberry Daiquiri,Strawberry schnapps,0.5,oz
Strawberry Daiquiri,Light rum,1.0,oz
Strawberry Daiquiri,Lime juice,1.0,oz
Strawberry Daiquiri,Powdered sugar,1.0,
Strawberry Daiquiri,Strawberries,1.0,oz
Happy Skipper,Spiced rum,5.5,
Happy Skipper,Ginger ale,N/A,N/A
Happy Skipper,Ice,nan,N/A
Addison Special,Vodka,1.0,shot
Addison Special,Grenadine,1.0,
Addison Special,Orange juice,N/A,N/A
Pysch Vitamin Light,Orange juice,1.0,
Pysch Vitamin Light,Apple juice,1.0,
Pysch Vitamin Light,Pineapple juice,1.0,
Pysch Vitamin Light,Ice,nan,N/A
Quick-sand,Black Sambuca,25.0,
Quick-sand,Orange juice,250.0,
Kurant Tea,Absolut Kurant,4.0,
Kurant Tea,Tea,N/A,N/A
Kurant Tea,Sugar,N/A,N/A
Melya,Espresso,N/A,N/A
Melya,Unsweetened ,N/A,N/A
Poppy Cocktail,Gin,5.5,oz
Poppy Cocktail,Creme de Cacao,0.75,oz
Midnight Mint,Bailey's irish cream,1.0,oz
Midnight Mint,White Creme de Menthe,0.75,oz
Midnight Mint,Cream,0.75,oz
Blue Mountain,Añejo rum,5.5,oz
Blue Mountain,Tia maria,0.5,oz
Blue Mountain,Vodka,0.5,oz
Blue Mountain,Orange juice,1.0,oz
Blue Mountain,Lemon juice,1.0,
Gentleman's Club,Gin,5.5,oz
Gentleman's Club,Brandy,1.0,oz
Gentleman's Club,Sweet Vermouth,1.0,oz
Gentleman's Club,Club soda,1.0,oz
Aviation,Gin,4.5,
Aviation,lemon juice,1.5,
Aviation,maraschino liqueur,1.5,
Martinez 2,Gin,5.5,oz
Martinez 2,Sweet Vermouth,5.5,oz
Martinez 2,Maraschino Liqueur,1.0,
Martinez 2,Angostura Bitters,2.0,dashes
Arise My Love,Champagne,N/A,N/A
Arise My Love,Green Creme de Menthe,1.0,
Godfather,Scotch,5.5,oz
Godfather,Amaretto,0.75,oz
Yoghurt Cooler,Yoghurt,1.0,cup
Yoghurt Cooler,Fruit,1.0,cup
Yoghurt Cooler,Ice,nan,N/A
Boozy Snickers Milkshake,Vanilla Ice-Cream,3.0,cups
Boozy Snickers Milkshake,Milk,1.0,cup
Boozy Snickers Milkshake,Godiva liqueur,0.5,cup
Boozy Snickers Milkshake,Whipped Cream,N/A,N/A
Boozy Snickers Milkshake,caramel sauce,4.0,tablespoons
Boozy Snickers Milkshake,chocolate sauce,4.0,tablespoons
Boozy Snickers Milkshake,Mini-snickers bars,15.0,
Caribbean Orange Liqueur,Orange,3.0,
Caribbean Orange Liqueur,Vodka,3.0,cups
Caribbean Orange Liqueur,Sugar,3.6666666666666665,cup
Valencia Cocktail,Apricot brandy,5.5,oz
Valencia Cocktail,Orange juice,1.0,
Valencia Cocktail,Orange bitters,2.0,dashes
Flying Scotchman,Scotch,1.0,oz
Flying Scotchman,Sweet Vermouth,1.0,oz
Flying Scotchman,Bitters,1.0,dash
Flying Scotchman,Sugar syrup,0.25,
Yellow Bird,White Rum,3.0,
Yellow Bird,Galliano,1.5,
Yellow Bird,Triple Sec,1.5,
Yellow Bird,Lime Juice,1.5,
Rum Cooler,Rum,2.0,oz
Rum Cooler,Lemon-lime soda,4.0,oz
Rum Cooler,Lemon,1.0,
Long Island Tea,Vodka,0.5,oz
Long Island Tea,Light rum,0.5,oz
Long Island Tea,Gin,0.5,oz
Long Island Tea,Tequila,0.5,oz
Long Island Tea,Lemon,0.5,
Long Island Tea,Coca-Cola,1.0,
Orange Crush,Vodka,1.0,oz
Orange Crush,Triple sec,1.0,oz
Orange Crush,Orange juice,1.0,oz
Clove Cocktail,Sweet Vermouth,1.0,oz
Clove Cocktail,Sloe gin,0.5,oz
Clove Cocktail,Wine,0.5,oz
Kill the cold Smoothie,Ginger,1.0,inch
Kill the cold Smoothie,Lemon,0.25,
Kill the cold Smoothie,Water,1.0,cup
Sloe Gin Cocktail,Sloe gin,2.0,oz
Sloe Gin Cocktail,Dry Vermouth,0.25,
Sloe Gin Cocktail,Orange bitters,1.0,dash
Rum Punch,Rum,N/A,N/A
Rum Punch,Ginger ale,N/A,N/A
Rum Punch,Fruit punch,355.0,
Rum Punch,Orange juice,355.0,
Rum Punch,Ice,N/A,N/A
Limeade,Lime,1.0,
Limeade,Sugar,1.0,
Limeade,Soda water,N/A,N/A
Limeade,Lime peel,nan,N/A
The Evil Blue Thing,Creme de Cacao,5.5,oz
The Evil Blue Thing,Blue Curacao,1.0,oz
The Evil Blue Thing,Light rum,0.5,oz
Popped cherry,Vodka,2.0,oz
Popped cherry,Cherry liqueur,2.0,oz
Popped cherry,Cranberry juice,4.0,oz
Popped cherry,Orange juice,4.0,oz
Frisco Sour,Blended whiskey,2.0,oz
Frisco Sour,Benedictine,0.5,oz
Frisco Sour,Lemon,0.25,
Frisco Sour,Lime,0.5,
Frisco Sour,Lemon,1.0,
Frisco Sour,Lime,1.0,
Frappé,Coffee,0.5,cup
Frappé,Milk,0.5,cup
Frappé,Sugar,1.0,
Archbishop,Gin,2.0,oz
Archbishop,Wine,1.0,oz
Archbishop,Benedictine,1.0,
Archbishop,Lime,1.0,
Martinez Cocktail,Gin,1.0,oz
Martinez Cocktail,Dry Vermouth,1.0,oz
Martinez Cocktail,Triple sec,0.25,
Martinez Cocktail,Orange bitters,1.0,dash
Martinez Cocktail,Cherry,1.0,
Hot Chocolate to Die for,Chocolate,12.0,oz
Hot Chocolate to Die for,Butter,1.0,
Hot Chocolate to Die for,Vanilla extract,0.5,
Hot Chocolate to Die for,Half-and-half,1.0,cup
Hot Chocolate to Die for,Marshmallows,N/A,N/A
Alice in Wonderland,Amaretto,1.0,shot
Alice in Wonderland,Grand Marnier,1.0,shot
Alice in Wonderland,Southern Comfort,1.0,shot
Brandy Sour,Brandy,2.0,oz
Brandy Sour,Lemon,0.5,
Brandy Sour,Powdered sugar,0.5,
Brandy Sour,Lemon,0.5,
Brandy Sour,Cherry,1.0,
Monkey Gland,Gin,2.0,oz
Monkey Gland,Benedictine,1.0,
Monkey Gland,Orange juice,0.5,oz
Monkey Gland,Grenadine,1.0,
Long vodka,Vodka,5.0,
Long vodka,Lime,0.5,
Long vodka,Angostura bitters,4.0,dashes
Long vodka,Tonic water,1.0,
Long vodka,Ice,4.0,
Acapulco,Light rum,5.5,oz
Acapulco,Triple sec,5.5,
Acapulco,Lime juice,1.0,
Acapulco,Sugar,1.0,
Acapulco,Egg white,1.0,
Acapulco,Mint,1.0,
Ice Pick #1,Vodka,5.5,oz
Ice Pick #1,Iced tea,6.0,oz
Ice Pick #1,Lemon juice,N/A,N/A
Flander's Flake-Out,Sambuca,0.25,glass
Flander's Flake-Out,Sarsaparilla,0.75,glass
Surf City Lifesaver,Ouzo,1.0,
Surf City Lifesaver,Bailey's irish cream,1.0,
Surf City Lifesaver,Gin,2.0,
Surf City Lifesaver,Grand Marnier,0.5,
Jamaica Kiss,Coffee liqueur,1.0,shot
Jamaica Kiss,Light rum,1.0,shot Jamaican
Jamaica Kiss,Ice,N/A,N/A
Jamaica Kiss,Milk,nan,N/A
Mimosa,Champagne,N/A,N/A
Mimosa,Orange juice,2.0,oz
Apple Cider Punch #1,Apple cider,4.0,
Apple Cider Punch #1,Brown sugar,1.0,cup
Apple Cider Punch #1,Lemonade,6.0,oz
Apple Cider Punch #1,Orange juice,6.0,oz
Apple Cider Punch #1,Cloves,6.0,
Apple Cider Punch #1,Allspice,6.0,
Apple Cider Punch #1,Nutmeg,1.0,
Apple Cider Punch #1,Cinnamon,3.0,
Abilene,Dark rum,5.5,oz
Abilene,Peach nectar,2.0,oz
Abilene,Orange juice,3.0,oz
24k nightmare,Goldschlager,0.5,oz
24k nightmare,Jägermeister,0.5,oz
24k nightmare,Rumple Minze,0.5,oz
24k nightmare,151 proof rum,0.5,oz
White Lady,Gin,4.0,
White Lady,Triple Sec,3.0,
White Lady,Lemon Juice,2.0,
Royal Gin Fizz,Gin,2.0,oz
Royal Gin Fizz,Lemon,0.5,
Royal Gin Fizz,Powdered sugar,1.0,
Royal Gin Fizz,Egg,1.0,
Royal Gin Fizz,Carbonated water,nan,N/A
Kioki Coffee,Kahlua,1.0,oz
Kioki Coffee,Brandy,0.5,oz
Kioki Coffee,Coffee,nan,N/A
Pink Penocha,Everclear,750.0,
Pink Penocha,Vodka,1750.0,
Pink Penocha,Peach schnapps,1750.0,
Pink Penocha,Orange juice,1.0,
Pink Penocha,Cranberry juice,1.0,
Adam &amp; Eve,Gin,1.0,shot
Adam &amp; Eve,Cognac,1.0,shot
Adam &amp; Eve,Creme de Cassis,1.0,shot
Adam &amp; Eve,Fresh Lemon Juice,0.125,shot
GG,Galliano,10.5,shots
GG,Ginger ale,N/A,N/A
Mary Pickford,Light rum,5.5,oz
Mary Pickford,Pineapple juice,1.0,oz
Mary Pickford,Maraschino liqueur,0.5,
Mary Pickford,Grenadine,0.5,
Mary Pickford,Maraschino cherry,1.0,
Havana Cocktail,Light rum,1.0,oz
Havana Cocktail,Pineapple juice,1.0,oz
Havana Cocktail,Lemon juice,1.0,
Caipirinha,Sugar,2.0,
Caipirinha,Lime,1.0,
Caipirinha,Cachaca,10.5,oz
Texas Rattlesnake,Yukon Jack,1.0,
Texas Rattlesnake,Cherry brandy,0.5,
Texas Rattlesnake,Southern Comfort,1.0,
Texas Rattlesnake,Sweet and sour,1.0,
Lassi - Mango,Mango,2.0,
Lassi - Mango,Yoghurt,2.0,cups
Lassi - Mango,Sugar,0.5,cup
Lassi - Mango,Water,1.0,cup
Whitecap Margarita,Ice,1.0,cup
Whitecap Margarita,Tequila,2.0,oz
Whitecap Margarita,Cream of coconut,0.25,cup
Whitecap Margarita,Lime juice,3.0,
Bloody Maria,Tequila,1.0,oz
Bloody Maria,Tomato juice,2.0,oz
Bloody Maria,Lemon juice,1.0,dash
Bloody Maria,Tabasco sauce,1.0,dash
Bloody Maria,Celery salt,1.0,dash
Bloody Maria,Lemon,1.0,
Vodka Martini,Vodka,5.5,oz
Vodka Martini,Dry Vermouth,0.75,oz
Vodka Martini,Olive,1.0,
Gin Sling,Gin,2.0,oz
Gin Sling,Lemon,0.5,
Gin Sling,Powdered sugar,1.0,
Gin Sling,Water,1.0,
Gin Sling,Orange peel,N/A,N/A
Ipamena,Lime,N/A,N/A
Ipamena,Brown sugar,2.0,
Ipamena,Passion fruit juice,4.0,
Ipamena,Ginger ale,N/A,N/A
Ipamena,Ice,N/A,N/A
Avalon,Vodka,3.0,
Avalon,Pisang Ambon,1.0,
Avalon,Apple juice,6.0,
Avalon,Lemon juice,5.5,
Avalon,Lemonade,nan,N/A
Allies Cocktail,Dry Vermouth,1.0,oz
Allies Cocktail,Gin,1.0,oz
Allies Cocktail,Kummel,0.5,
Wine Punch,Red wine,1.0,bottle
Wine Punch,Lemon,2.0,
Wine Punch,Orange juice,1.0,cup
Wine Punch,Orange,3.0,
Wine Punch,Pineapple juice,1.0,cup
A. J.,Applejack,5.5,oz
A. J.,Grapefruit juice,1.0,oz
Gideon's Green Dinosaur,Dark rum,0.5,oz
Gideon's Green Dinosaur,Vodka,0.5,oz
Gideon's Green Dinosaur,Triple sec,0.5,oz
Gideon's Green Dinosaur,Tequila,0.5,oz
Gideon's Green Dinosaur,Melon liqueur,0.5,oz
Gideon's Green Dinosaur,Mountain Dew,N/A,N/A
Alaska Cocktail,Orange bitters,2.0,dashes
Alaska Cocktail,Gin,5.5,oz
Alaska Cocktail,Yellow Chartreuse,0.75,oz
Alaska Cocktail,Lemon peel,N/A,N/A
Gagliardo,Peach Vodka,5.0,
Gagliardo,Lemon juice,3.0,
Gagliardo,Galliano,1.0,
Gagliardo,Sirup of roses,1.0,
Campari Beer,Lager,1.0,bottle
Campari Beer,Campari,5.5,
Dark Caipirinha,demerara Sugar,2.0,
Dark Caipirinha,Lime,1.0,
Dark Caipirinha,Cachaca,10.5,oz
Jackhammer,Jack Daniels,1.0,oz
Jackhammer,Amaretto,1.0,oz
Fruit Cooler,Apple juice,1.0,can
Fruit Cooler,Strawberries,1.0,cup
Fruit Cooler,Sugar,2.0,
Fruit Cooler,Lemon,1.0,
Fruit Cooler,Apple,1.0,
Fruit Cooler,Soda water,1.0,
Fruit Cooler,Ice,nan,N/A
Ziemes Martini Apfelsaft,Vermouth,4.0,
Ziemes Martini Apfelsaft,Apple juice,16.0,
Jelly Bean,Blackberry brandy,1.0,oz
Jelly Bean,Anis,1.0,oz
Kentucky B And B,Bourbon,2.0,oz
Kentucky B And B,Benedictine,0.5,oz
Gin Fizz,Gin,2.0,oz
Gin Fizz,Lemon,0.5,
Gin Fizz,Powdered sugar,1.0,
Gin Fizz,Carbonated water,nan,N/A
Dirty Nipple,Kahlua,N/A,N/A
Dirty Nipple,Bailey's irish cream,nan,N/A
Sweet Bananas,Milk,2.0,cups
Sweet Bananas,Banana,1.0,
Sweet Bananas,Honey,1.0,
Balmoral,Scotch,5.5,oz
Balmoral,Sweet Vermouth,0.5,oz
Balmoral,Dry Vermouth,0.5,oz
Balmoral,Bitters,2.0,dashes
Loch Lomond,Scotch,2.0,oz
Loch Lomond,Drambuie,0.5,oz
Loch Lomond,Dry Vermouth,0.5,oz
Loch Lomond,Lemon peel,1.0,
Singapore Sling,Cherry brandy,0.5,oz
Singapore Sling,Grenadine,0.5,oz
Singapore Sling,Gin,1.0,oz
Singapore Sling,Sweet and sour,2.0,oz
Singapore Sling,Carbonated water,N/A,N/A
Gluehwein,Red wine,1.0,
Gluehwein,Water,125.0,
Gluehwein,Sugar,60.0,
Gluehwein,Cinnamon,1.0,
Gluehwein,Cloves,3.0,
Gluehwein,Lemon peel,1.0,
Amaretto And Cream,Amaretto,5.5,oz
Amaretto And Cream,Light cream,5.5,oz
Manhattan,Sweet Vermouth,0.75,oz
Manhattan,Bourbon,10.5,oz
Manhattan,Angostura bitters,N/A,N/A
Manhattan,Ice,2.0,
Manhattan,Maraschino cherry,1.0,
Manhattan,Orange peel,1.0,
Thai Iced Coffee,Coffee,N/A,N/A
Thai Iced Coffee,Sugar,N/A,N/A
Thai Iced Coffee," pods
",N/A,N/A
A Splash of Nash,Cranberry juice,2.0,oz
A Splash of Nash,Soda water,2.0,oz
A Splash of Nash,Midori melon liqueur,0.5,oz
A Splash of Nash,Creme de Banane,0.5,oz
Apple Karate,Apple juice,2.0,cups
Apple Karate,Carrot,1.0,
Horse's Neck,Lemon peel,1.0,
Horse's Neck,Brandy,2.0,oz
Horse's Neck,Ginger ale,5.0,oz
Horse's Neck,Bitters,2.0,dashes
Victor,Gin,5.5,oz
Victor,Sweet Vermouth,0.5,oz
Victor,Brandy,0.5,oz
Harvey Wallbanger,Vodka,1.0,oz
Harvey Wallbanger,Galliano,0.5,oz
Harvey Wallbanger,Orange juice,4.0,oz
Cafe Savoy,Coffee,N/A,N/A
Cafe Savoy,1/2 oz ,N/A,N/A
Cafe Savoy,1/2 oz ,N/A,N/A
Tommy's Margarita,Tequila,4.5,
Tommy's Margarita,Lime Juice,1.5,
Tommy's Margarita,Agave syrup,2.0,
Swedish Coffee,Coffee,1.0,cup
Swedish Coffee,Aquavit,4.0,
Swedish Coffee,Sugar,N/A,N/A
H.D.,Whisky,4.0,
H.D.,Bailey's irish cream,8.0,
H.D.,Coffee,nan,N/A
Angel Face,Apricot brandy,0.5,oz
Angel Face,Apple brandy,0.5,oz
Angel Face,Gin,1.0,oz
69 Special,Gin,2.0,oz
69 Special,7-Up,4.0,oz
69 Special,Lemon juice,0.75,oz
Irish Curdling Cow,Bailey's irish cream,0.75,oz
Irish Curdling Cow,Bourbon,0.75,oz
Irish Curdling Cow,Vodka,0.75,oz
Irish Curdling Cow,Orange juice,2.0,-3 oz
Sangria - The World's Best,Red wine,5.5,
Sangria - The World's Best,Sugar,1.0,cup
Sangria - The World's Best,Lemon,1.0,
Sangria - The World's Best,Orange,1.0,
Sangria - The World's Best,Apple,1.0,
Sangria - The World's Best,Brandy,3.0,-4 oz
Sangria - The World's Best,Soda water,nan,N/A
Abbey Martini,Gin,2.0,shots
Abbey Martini,Sweet Vermouth,1.0,shot
Abbey Martini,Orange Juice,1.0,shot
Abbey Martini,Angostura Bitters,3.0,dashes
Raspberry Cooler,Raspberry vodka,2.0,oz
Raspberry Cooler,Lemon-lime soda,4.0,oz
Raspberry Cooler,Ice,nan,N/A
French 75,Gin,5.5,oz
French 75,Sugar,2.0,
French 75,Lemon juice,5.5,oz
French 75,Champagne,4.0,oz
French 75,Orange,1.0,
French 75,Maraschino cherry,1.0,
